┄┄┄┄┄system┄┄┄┄┬┄┄┄┄┄┄memory┄usage┄┄┄┄┄┬┄┄total┄cpu┄usage┄┄┬┄┄net/ib0┄┄ ┄┄┄net/lo┄┄ ┄net/total┄
      time     │ used  free  cach  avai│usr sys idl wai stl│ recv  send  recv  send  recv  send
Jul-08 12:21:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 725M 5480M┊   0     0 ┊ 725M 5480M
Jul-08 12:21:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 725M 5727M┊   0     0 ┊ 725M 5727M
Jul-08 12:21:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 364M 5591M┊   0     0 ┊ 364M 5591M
Jul-08 12:21:29│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 725M 5658M┊   0     0 ┊ 725M 5658M
Jul-08 12:21:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 364M 5305M┊   0     0 ┊ 364M 5305M
Jul-08 12:21:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 725M 5658M┊   0     0 ┊ 725M 5658M
Jul-08 12:21:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 364M 5304M┊   0     0 ┊ 364M 5304M
Jul-08 12:21:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 725M 5658M┊   0     0 ┊ 725M 5658M
Jul-08 12:21:34│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 498M 5660M┊   0     0 ┊ 498M 5660M
Jul-08 12:21:35│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 591M 5658M┊   0     0 ┊ 591M 5658M
Jul-08 12:21:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│1464M 5785M┊3568b 3568b┊1464M 5785M
Jul-08 12:21:37│36.3G 42.4G  170G  213G│  1   2  97   0   0│8174M 8227M┊   0     0 ┊8174M 8227M
Jul-08 12:21:38│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 12:21:39│36.3G 42.4G  170G  213G│  1   2  97   0   0│9974M 9714M┊   0     0 ┊9974M 9714M
Jul-08 12:21:40│36.3G 42.4G  170G  213G│  1   2  97   0   0│8133M   13G┊2240b 2240b┊8133M   13G
Jul-08 12:21:41│36.3G 42.4G  170G  213G│  1   2  97   0   0│1860M   20G┊   0     0 ┊1860M   20G
Jul-08 12:21:42│36.3G 42.4G  170G  213G│  1   2  97   0   0│2229M   19G┊   0     0 ┊2229M   19G
Jul-08 12:21:43│36.3G 42.4G  170G  213G│  1   2  97   0   0│1861M   20G┊   0     0 ┊1861M   20G
Jul-08 12:21:44│36.3G 42.4G  170G  213G│  1   1  97   0   0│1860M   19G┊   0     0 ┊1860M   19G
Jul-08 12:21:45│36.3G 42.4G  170G  213G│  1   2  97   0   0│2229M   19G┊   0     0 ┊2229M   19G
Jul-08 12:21:46│36.2G 42.4G  170G  213G│  1   1  97   0   0│1860M   18G┊   0     0 ┊1860M   18G
Jul-08 12:21:47│36.3G 42.4G  170G  213G│  1   2  97   0   0│1667M   17G┊   0     0 ┊1667M   17G
Jul-08 12:21:48│36.3G 42.4G  170G  213G│  1   2  97   0   0│2049M   19G┊   0     0 ┊2049M   19G
Jul-08 12:21:49│36.3G 42.4G  170G  213G│  1   2  96   0   0│1859M   18G┊   0     0 ┊1859M   18G
Jul-08 12:21:50│36.3G 42.4G  170G  213G│  1   2  97   0   0│1487M   17G┊   0     0 ┊1487M   17G
Jul-08 12:21:51│36.3G 42.4G  170G  213G│  1   2  97   0   0│2228M   19G┊   0     0 ┊2228M   19G
Jul-08 12:21:52│36.3G 42.4G  170G  213G│  1   2  97   0   0│1860M   20G┊   0     0 ┊1860M   20G
Jul-08 12:21:53│36.2G 42.4G  170G  213G│  1   2  97   0   0│1860M   19G┊   0     0 ┊1860M   19G
Jul-08 12:21:54│36.3G 42.4G  170G  213G│  1   2  97   0   0│2229M   19G┊   0     0 ┊2229M   19G
Jul-08 12:21:55│36.3G 42.4G  170G  213G│  1   1  97   0   0│1860M   19G┊   0     0 ┊1860M   19G
Jul-08 12:21:56│36.3G 42.4G  170G  213G│  1   2  97   0   0│1860M   19G┊   0     0 ┊1860M   19G
Jul-08 12:21:57│36.2G 42.4G  170G  213G│  1   2  97   0   0│1859M   19G┊   0     0 ┊1859M   19G
Jul-08 12:21:58│36.3G 42.4G  170G  213G│  1   2  97   0   0│2229M   19G┊   0     0 ┊2229M   19G
Jul-08 12:21:59│36.2G 42.4G  170G  213G│  1   1  97   0   0│1859M   19G┊2256b 2256b┊1859M   19G
Jul-08 12:22:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5628M┊   0     0 ┊ 373M 5628M
Jul-08 12:22:01│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5451M┊   0     0 ┊ 742M 5451M
Jul-08 12:22:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:03│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:22:04│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5436M┊   0     0 ┊ 373M 5436M
Jul-08 12:22:05│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5478M┊   0     0 ┊ 373M 5478M
Jul-08 12:22:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5753M┊   0     0 ┊ 742M 5753M
Jul-08 12:22:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5437M
Jul-08 12:22:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5562M┊   0     0 ┊ 742M 5562M
Jul-08 12:22:12│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5417M┊   0     0 ┊ 373M 5417M
Jul-08 12:22:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5685M┊   0     0 ┊ 742M 5685M
Jul-08 12:22:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:15│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:16│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:17│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5682M┊   0     0 ┊ 742M 5682M
Jul-08 12:22:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5537M┊   0     0 ┊ 373M 5537M
Jul-08 12:22:19│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5446M┊   0     0 ┊ 742M 5446M
Jul-08 12:22:20│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 656M 5435M┊   0     0 ┊ 656M 5435M
Jul-08 12:22:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 460M 5434M┊   0     0 ┊ 460M 5434M
Jul-08 12:22:22│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 743M 5796M┊   0     0 ┊ 743M 5796M
Jul-08 12:22:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:22:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:22:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 743M 5796M┊   0     0 ┊ 743M 5796M
Jul-08 12:22:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5797M┊   0     0 ┊ 742M 5797M
Jul-08 12:22:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:33│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:34│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:35│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 743M 5540M┊   0     0 ┊ 743M 5540M
Jul-08 12:22:37│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 373M 5526M┊   0     0 ┊ 373M 5526M
Jul-08 12:22:38│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5599M┊   0     0 ┊ 742M 5599M
Jul-08 12:22:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5437M
Jul-08 12:22:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5796M┊   0     0 ┊ 742M 5796M
Jul-08 12:22:43│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 472M 5434M┊   0     0 ┊ 472M 5434M
Jul-08 12:22:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 643M 5434M┊   0     0 ┊ 643M 5434M
Jul-08 12:22:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5644M┊   0     0 ┊ 742M 5644M
Jul-08 12:22:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5224M┊   0     0 ┊ 373M 5224M
Jul-08 12:22:47│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5797M┊   0     0 ┊ 742M 5797M
Jul-08 12:22:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:22:50│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:22:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5797M┊   0     0 ┊ 743M 5797M
Jul-08 12:22:54│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:22:56│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:22:57│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5541M┊   0     0 ┊ 742M 5541M
Jul-08 12:22:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5326M┊   0     0 ┊ 373M 5326M
Jul-08 12:22:59│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5734M┊   0     0 ┊ 742M 5734M
Jul-08 12:23:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5495M┊   0     0 ┊ 373M 5495M
Jul-08 12:23:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5437M┊   0     0 ┊ 742M 5437M
Jul-08 12:23:02│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:03│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5682M┊   0     0 ┊ 742M 5682M
Jul-08 12:23:04│36.3G 42.4G  170G  213G│  2   2  97   0   0│ 373M 5496M┊   0     0 ┊ 373M 5496M
Jul-08 12:23:05│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5487M┊2288b 2288b┊ 742M 5487M
Jul-08 12:23:06│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:23:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:23:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5756M┊   0     0 ┊ 742M 5756M
Jul-08 12:23:10│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 516M 5475M┊   0     0 ┊ 516M 5475M
Jul-08 12:23:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 598M 5436M┊   0     0 ┊ 598M 5436M
Jul-08 12:23:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5796M┊   0     0 ┊ 742M 5798M
Jul-08 12:23:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5407M┊   0     0 ┊ 373M 5407M
Jul-08 12:23:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5461M┊   0     0 ┊ 742M 5461M
Jul-08 12:23:15│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:16│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:23:17│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5796M┊   0     0 ┊ 742M 5796M
Jul-08 12:23:19│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:20│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:23:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:23:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 743M 5702M┊   0     0 ┊ 743M 5702M
Jul-08 12:23:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5477M┊   0     0 ┊ 373M 5477M
Jul-08 12:23:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5485M┊   0     0 ┊ 742M 5485M
Jul-08 12:23:25│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5796M┊   0     0 ┊ 742M 5796M
Jul-08 12:23:27│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:23:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:23:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 743M 5745M┊   0     0 ┊ 743M 5745M
Jul-08 12:23:31│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 374M 5485M┊   0     0 ┊ 374M 5485M
Jul-08 12:23:32│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 741M 5434M┊   0     0 ┊ 741M 5434M
Jul-08 12:23:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5495M┊   0     0 ┊ 742M 5495M
Jul-08 12:23:34│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5374M┊   0     0 ┊ 373M 5374M
Jul-08 12:23:35│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 743M 5797M┊   0     0 ┊ 743M 5797M
Jul-08 12:23:36│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5266M┊   0     0 ┊ 373M 5266M
Jul-08 12:23:37│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5603M┊   0     0 ┊ 742M 5603M
Jul-08 12:23:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5686M┊   0     0 ┊ 742M 5686M
Jul-08 12:23:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5545M┊   0     0 ┊ 373M 5545M
Jul-08 12:23:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5436M
Jul-08 12:23:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:23:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5798M┊   0     0 ┊ 742M 5798M
Jul-08 12:23:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5366M┊   0     0 ┊ 373M 5366M
Jul-08 12:23:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5504M┊   0     0 ┊ 742M 5504M
Jul-08 12:23:46│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:23:47│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5796M┊   0     0 ┊ 742M 5796M
Jul-08 12:23:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:23:50│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:51│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5726M┊   0     0 ┊ 742M 5726M
Jul-08 12:23:52│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 376M 5504M┊   0     0 ┊ 376M 5504M
Jul-08 12:23:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 740M 5434M┊   0     0 ┊ 740M 5434M
Jul-08 12:23:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 743M 5687M┊   0     0 ┊ 743M 5687M
Jul-08 12:23:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5244M┊   0     0 ┊ 373M 5244M
Jul-08 12:23:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5733M┊   0     0 ┊ 742M 5733M
Jul-08 12:23:57│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:23:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5788M┊   0     0 ┊ 742M 5788M
Jul-08 12:23:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5299M┊   0     0 ┊ 373M 5299M
Jul-08 12:24:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5579M┊   0     0 ┊ 742M 5579M
Jul-08 12:24:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:24:02│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5704M┊   0     0 ┊ 742M 5704M
Jul-08 12:24:03│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 373M 5440M┊   0     0 ┊ 373M 5440M
Jul-08 12:24:04│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 742M 5522M┊   0     0 ┊ 742M 5522M
Jul-08 12:24:05│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:24:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5434M┊   0     0 ┊ 742M 5434M
Jul-08 12:24:07│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 373M 5435M┊   0     0 ┊ 373M 5435M
Jul-08 12:24:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5435M┊   0     0 ┊ 742M 5435M
Jul-08 12:24:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 373M 5434M┊   0     0 ┊ 373M 5434M
Jul-08 12:24:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 742M 5797M┊   0     0 ┊ 742M 5797M
Jul-08 12:24:11│36.3G 42.4G  170G  213G│  1   1  97   0   0│6325M 8111M┊3576b 3576b┊6325M 8113M
Jul-08 12:24:12│36.2G 42.4G  170G  213G│  1   2  97   0   0│9736M 9647M┊   0     0 ┊9736M 9647M
Jul-08 12:24:13│36.3G 42.4G  170G  213G│  1   2  97   0   0│  10G   10G┊   0     0 ┊  10G   10G
Jul-08 12:24:14│36.3G 42.4G  170G  213G│  1   1  97   0   0│  10G 9916M┊   0     0 ┊  10G 9916M
Jul-08 12:24:15│36.3G 42.4G  170G  213G│  1   2  97   0   0│3415M   18G┊2240b 2240b┊3415M   18G
Jul-08 12:24:16│36.3G 42.4G  170G  213G│  1   1  97   0   0│1904M   19G┊   0     0 ┊1904M   19G
Jul-08 12:24:17│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   19G┊   0     0 ┊1903M   19G
Jul-08 12:24:18│36.3G 42.4G  170G  213G│  1   2  97   0   0│2034M   19G┊   0     0 ┊2034M   19G
Jul-08 12:24:19│36.3G 42.4G  170G  213G│  1   2  97   0   0│2150M   19G┊   0     0 ┊2150M   19G
Jul-08 12:24:20│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   19G┊   0     0 ┊1903M   19G
Jul-08 12:24:21│36.3G 42.4G  170G  213G│  1   2  97   0   0│1904M   20G┊   0     0 ┊1904M   20G
Jul-08 12:24:22│36.3G 42.4G  170G  213G│  1   2  97   0   0│1904M   19G┊   0     0 ┊1904M   19G
Jul-08 12:24:23│36.3G 42.4G  170G  213G│  1   2  97   0   0│1904M   19G┊   0     0 ┊1904M   19G
Jul-08 12:24:24│36.3G 42.4G  170G  213G│  1   1  97   0   0│2282M   19G┊   0     0 ┊2282M   19G
Jul-08 12:24:25│36.2G 42.4G  170G  213G│  1   1  97   0   0│1904M   20G┊   0     0 ┊1904M   20G
Jul-08 12:24:26│36.2G 42.4G  170G  213G│  1   2  97   0   0│1903M   19G┊   0     0 ┊1903M   19G
Jul-08 12:24:27│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   20G┊   0     0 ┊1903M   20G
Jul-08 12:24:28│36.3G 42.4G  170G  213G│  1   2  97   0   0│1901M   17G┊   0     0 ┊1901M   17G
Jul-08 12:24:29│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   19G┊   0     0 ┊1903M   19G
Jul-08 12:24:30│36.2G 42.4G  170G  213G│  1   2  97   0   0│1981M   20G┊   0     0 ┊1981M   20G
Jul-08 12:24:31│36.3G 42.4G  170G  213G│  1   2  97   0   0│2204M   19G┊   0     0 ┊2204M   19G
Jul-08 12:24:32│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   19G┊   0     0 ┊1903M   19G
Jul-08 12:24:33│36.3G 42.4G  170G  213G│  1   2  97   0   0│1903M   20G┊   0     0 ┊1903M   20G
Jul-08 12:24:34│36.3G 42.4G  170G  213G│  2   2  97   0   0│1142M   11G┊2256b 2256b┊1142M   11G
Jul-08 12:24:35│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 760M 5571M┊   0     0 ┊ 760M 5571M
Jul-08 12:24:36│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 382M 5192M┊   0     0 ┊ 382M 5192M
Jul-08 12:24:37│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5687M┊   0     0 ┊ 760M 5687M
Jul-08 12:24:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 382M 5439M┊   0     0 ┊ 382M 5439M
Jul-08 12:24:39│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 760M 5563M┊   0     0 ┊ 760M 5563M
Jul-08 12:24:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 381M 5564M┊   0     0 ┊ 381M 5564M
Jul-08 12:24:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5563M┊   0     0 ┊ 760M 5563M
Jul-08 12:24:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 382M 5564M┊   0     0 ┊ 382M 5564M
Jul-08 12:24:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5563M┊   0     0 ┊ 760M 5563M
Jul-08 12:24:44│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 382M 5563M┊   0     0 ┊ 382M 5566M
Jul-08 12:24:45│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5564M┊   0     0 ┊ 760M 5564M
Jul-08 12:24:46│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 382M 5477M┊   0     0 ┊ 382M 5477M
Jul-08 12:24:47│36.3G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5538M┊   0     0 ┊ 760M 5538M
Jul-08 12:24:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 381M 5305M┊   0     0 ┊ 381M 5305M
Jul-08 12:24:49│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 760M 5564M┊   0     0 ┊ 760M 5564M
Jul-08 12:24:50│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 382M 5504M┊   0     0 ┊ 382M 5504M
Jul-08 12:24:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5622M┊   0     0 ┊ 760M 5622M
Jul-08 12:24:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 382M 5284M┊   0     0 ┊ 382M 5284M
Jul-08 12:24:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 760M 5596M┊   0     0 ┊ 760M 5596M
Jul-08 12:24:54│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 382M 5440M┊   0     0 ┊ 382M 5440M
Jul-08 12:24:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 759M 5564M┊   0     0 ┊ 759M 5564M
Jul-08 12:24:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 382M 5563M┊   0     0 ┊ 382M 5563M
Jul-08 12:24:57│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 760M 5564M┊   0     0 ┊ 760M 5564M
