┄┄┄┄┄system┄┄┄┄┬┄┄┄┄┄┄memory┄usage┄┄┄┄┄┬┄┄total┄cpu┄usage┄┄┬┄┄net/ib0┄┄ ┄┄┄net/lo┄┄ ┄net/total┄
      time     │ used  free  cach  avai│usr sys idl wai stl│ recv  send  recv  send  recv  send
Jul-08 11:31:07│36.3G 42.4G  170G  213G│  1   2  97   0   0│1948M   19G┊   0     0 ┊1948M   19G
Jul-08 11:31:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 532M 5604M┊2248b 2248b┊ 532M 5604M
Jul-08 11:31:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:10│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:11│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:12│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5155M┊   0     0 ┊ 531M 5155M
Jul-08 11:31:13│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5111M┊   0     0 ┊ 531M 5111M
Jul-08 11:31:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:15│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:16│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:17│36.2G 42.4G  170G  213G│  2   2  96   0   0│ 531M 5148M┊   0     0 ┊ 531M 5148M
Jul-08 11:31:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5116M┊   0     0 ┊ 531M 5116M
Jul-08 11:31:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:20│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:21│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:23│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5159M┊   0     0 ┊ 531M 5159M
Jul-08 11:31:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5106M┊2288b 2288b┊ 531M 5106M
Jul-08 11:31:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:26│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:27│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:28│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5095M┊   0     0 ┊ 531M 5095M
Jul-08 11:31:31│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5170M┊   0     0 ┊ 531M 5170M
Jul-08 11:31:32│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5167M┊   0     0 ┊ 531M 5167M
Jul-08 11:31:33│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5098M┊   0     0 ┊ 531M 5098M
Jul-08 11:31:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5125M┊   0     0 ┊ 531M 5125M
Jul-08 11:31:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5152M┊   0     0 ┊ 531M 5152M
Jul-08 11:31:36│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5249M┊   0     0 ┊ 531M 5249M
Jul-08 11:31:37│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5177M┊   0     0 ┊ 531M 5180M
Jul-08 11:31:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:31:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5176M┊   0     0 ┊ 531M 5176M
Jul-08 11:31:41│36.2G 42.4G  170G  213G│  2   1  97   0   0│5492M 7503M┊3544b 3544b┊5492M 7503M
Jul-08 11:31:42│36.3G 42.4G  170G  213G│  1   1  97   0   0│5426M   14G┊2240b 2240b┊5426M   14G
Jul-08 11:31:43│36.2G 42.4G  170G  213G│  1   1  97   0   0│1851M   19G┊   0     0 ┊1851M   19G
Jul-08 11:31:44│36.2G 42.4G  170G  213G│  1   2  97   0   0│1862M   18G┊   0     0 ┊1862M   18G
Jul-08 11:31:45│36.2G 42.4G  170G  213G│  1   1  97   0   0│1838M   17G┊   0     0 ┊1838M   17G
Jul-08 11:31:46│36.2G 42.4G  170G  213G│  1   1  97   0   0│1947M   19G┊   0     0 ┊1947M   19G
Jul-08 11:31:47│36.2G 42.4G  170G  213G│  2   2  96   0   0│1460M   14G┊2248b 2248b┊1460M   14G
Jul-08 11:31:48│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 487M 5028M┊   0     0 ┊ 487M 5028M
Jul-08 11:31:49│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 487M 5124M┊   0     0 ┊ 487M 5124M
Jul-08 11:31:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5182M┊   0     0 ┊ 584M 5182M
Jul-08 11:31:51│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 487M 5067M┊   0     0 ┊ 487M 5067M
Jul-08 11:31:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5218M┊   0     0 ┊ 584M 5218M
Jul-08 11:31:53│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 487M 5114M┊   0     0 ┊ 487M 5114M
Jul-08 11:31:54│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 487M 5115M┊   0     0 ┊ 487M 5115M
Jul-08 11:31:55│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5143M┊   0     0 ┊ 584M 5143M
Jul-08 11:31:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5032M┊   0     0 ┊ 487M 5032M
Jul-08 11:31:57│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 584M 5216M┊   0     0 ┊ 584M 5216M
Jul-08 11:31:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5030M┊   0     0 ┊ 487M 5030M
Jul-08 11:31:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5029M┊   0     0 ┊ 487M 5029M
Jul-08 11:32:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5123M┊   0     0 ┊ 584M 5123M
Jul-08 11:32:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5076M┊   0     0 ┊ 487M 5076M
Jul-08 11:32:02│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 487M 5077M┊   0     0 ┊ 487M 5077M
Jul-08 11:32:03│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5123M┊   0     0 ┊ 584M 5123M
Jul-08 11:32:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5124M┊   0     0 ┊ 487M 5124M
Jul-08 11:32:05│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 584M 5123M┊   0     0 ┊ 584M 5123M
Jul-08 11:32:06│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5124M┊2288b 2288b┊ 487M 5124M
Jul-08 11:32:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5123M┊   0     0 ┊ 487M 5123M
Jul-08 11:32:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5052M┊   0     0 ┊ 584M 5052M
Jul-08 11:32:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5101M┊   0     0 ┊ 487M 5101M
Jul-08 11:32:10│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5122M┊   0     0 ┊ 487M 5124M
Jul-08 11:32:11│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 584M 5125M┊   0     0 ┊ 584M 5125M
Jul-08 11:32:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5077M┊   0     0 ┊ 487M 5077M
Jul-08 11:32:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5172M┊   0     0 ┊ 584M 5172M
Jul-08 11:32:14│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 487M 5029M┊   0     0 ┊ 487M 5029M
Jul-08 11:32:15│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 487M 5049M┊   0     0 ┊ 487M 5049M
Jul-08 11:32:16│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5198M┊   0     0 ┊ 584M 5198M
Jul-08 11:32:17│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 487M 5029M┊   0     0 ┊ 487M 5029M
Jul-08 11:32:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5147M┊   0     0 ┊ 584M 5147M
Jul-08 11:32:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5102M┊   0     0 ┊ 487M 5102M
Jul-08 11:32:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5125M┊   0     0 ┊ 487M 5125M
Jul-08 11:32:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 584M 5123M┊   0     0 ┊ 584M 5123M
Jul-08 11:32:22│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 487M 5123M┊   0     0 ┊ 487M 5124M
Jul-08 11:32:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 487M 5000M┊   0     0 ┊ 487M 5000M
Jul-08 11:32:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│2704M 6125M┊3544b 3544b┊2704M 6125M
Jul-08 11:32:25│36.3G 42.4G  170G  213G│  1   2  97   0   0│8660M   11G┊2240b 2240b┊8660M   11G
Jul-08 11:32:26│36.3G 42.4G  170G  213G│  1   2  97   0   0│1913M   19G┊   0     0 ┊1913M   19G
Jul-08 11:32:27│36.2G 42.4G  170G  213G│  1   1  97   0   0│2018M   19G┊   0     0 ┊2018M   19G
Jul-08 11:32:28│36.2G 42.4G  170G  213G│  1   1  97   0   0│1913M   19G┊   0     0 ┊1913M   19G
Jul-08 11:32:29│36.3G 42.4G  170G  213G│  1   1  97   0   0│1912M   19G┊   0     0 ┊1912M   19G
Jul-08 11:32:30│36.2G 42.4G  170G  213G│  1   1  97   0   0│2019M   19G┊   0     0 ┊2019M   19G
Jul-08 11:32:31│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 850M 8979M┊2248b 2248b┊ 850M 8979M
Jul-08 11:32:32│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 637M 5405M┊   0     0 ┊ 637M 5405M
Jul-08 11:32:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5405M┊   0     0 ┊ 531M 5405M
Jul-08 11:32:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5338M┊   0     0 ┊ 531M 5338M
Jul-08 11:32:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:32:36│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5175M┊   0     0 ┊ 531M 5175M
Jul-08 11:32:37│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5383M┊   0     0 ┊ 531M 5385M
Jul-08 11:32:38│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 637M 5386M┊   0     0 ┊ 637M 5386M
Jul-08 11:32:39│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5379M┊   0     0 ┊ 531M 5379M
Jul-08 11:32:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5401M┊   0     0 ┊ 531M 5401M
Jul-08 11:32:41│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5365M┊   0     0 ┊ 531M 5365M
Jul-08 11:32:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5383M┊   0     0 ┊ 531M 5383M
Jul-08 11:32:43│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 637M 5413M┊   0     0 ┊ 637M 5413M
Jul-08 11:32:44│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5359M┊   0     0 ┊ 531M 5359M
Jul-08 11:32:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5375M┊   0     0 ┊ 531M 5375M
Jul-08 11:32:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:32:47│36.3G 42.4G  170G  213G│  2   2  96   0   0│ 531M 5353M┊   0     0 ┊ 531M 5353M
Jul-08 11:32:48│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5309M┊   0     0 ┊ 531M 5309M
Jul-08 11:32:49│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 637M 5470M┊   0     0 ┊ 637M 5470M
Jul-08 11:32:50│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5400M┊2288b 2288b┊ 531M 5400M
Jul-08 11:32:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5279M┊   0     0 ┊ 531M 5279M
Jul-08 11:32:52│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:32:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5383M┊   0     0 ┊ 531M 5383M
Jul-08 11:32:54│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 637M 5340M┊   0     0 ┊ 637M 5340M
Jul-08 11:32:55│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5322M┊   0     0 ┊ 531M 5322M
Jul-08 11:32:56│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5319M┊   0     0 ┊ 531M 5319M
Jul-08 11:32:57│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5342M┊   0     0 ┊ 531M 5342M
Jul-08 11:32:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:32:59│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5384M┊   0     0 ┊ 531M 5384M
Jul-08 11:33:00│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 637M 5486M┊   0     0 ┊ 637M 5486M
Jul-08 11:33:01│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5383M┊   0     0 ┊ 531M 5383M
Jul-08 11:33:02│36.2G 42.4G  170G  213G│  2   2  96   0   0│ 531M 5383M┊   0     0 ┊ 531M 5383M
Jul-08 11:33:03│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5383M┊   0     0 ┊ 531M 5383M
Jul-08 11:33:04│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:33:05│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 637M 5382M┊   0     0 ┊ 637M 5382M
Jul-08 11:33:06│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:33:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 531M 5279M┊   0     0 ┊ 531M 5281M
Jul-08 11:33:08│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 531M 5382M┊   0     0 ┊ 531M 5382M
Jul-08 11:33:09│36.2G 42.4G  170G  213G│  2   1  98   0   0│2062M 6022M┊3544b 3544b┊2062M 6022M
Jul-08 11:33:10│36.3G 42.4G  170G  213G│  1   1  97   0   0│9908M 9932M┊2240b 2240b┊9908M 9932M
Jul-08 11:33:11│36.2G 42.4G  170G  213G│  1   1  97   0   0│1957M   20G┊   0     0 ┊1957M   20G
Jul-08 11:33:12│36.2G 42.4G  170G  213G│  1   1  97   0   0│2030M   19G┊   0     0 ┊2030M   19G
Jul-08 11:33:13│36.3G 42.4G  170G  213G│  1   2  97   0   0│1998M   19G┊   0     0 ┊1998M   19G
Jul-08 11:33:14│36.2G 42.4G  170G  213G│  1   1  97   0   0│1957M   19G┊   0     0 ┊1957M   19G
Jul-08 11:33:15│36.2G 42.4G  170G  213G│  1   1  97   0   0│1841M   19G┊   0     0 ┊1841M   19G
Jul-08 11:33:16│36.2G 42.4G  170G  213G│  1   1  98   0   0│1727M   17G┊2248b 2248b┊1727M   17G
Jul-08 11:33:17│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5271M┊   0     0 ┊ 575M 5271M
Jul-08 11:33:18│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5270M┊   0     0 ┊ 461M 5270M
Jul-08 11:33:20│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5325M┊   0     0 ┊ 575M 5325M
Jul-08 11:33:21│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5328M┊   0     0 ┊ 575M 5328M
Jul-08 11:33:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5270M┊   0     0 ┊ 461M 5270M
Jul-08 11:33:24│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5383M┊   0     0 ┊ 575M 5383M
Jul-08 11:33:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5241M┊   0     0 ┊ 461M 5241M
Jul-08 11:33:27│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 575M 5301M┊   0     0 ┊ 575M 5301M
Jul-08 11:33:28│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:29│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5344M┊   0     0 ┊ 575M 5344M
Jul-08 11:33:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5308M┊   0     0 ┊ 461M 5308M
Jul-08 11:33:31│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:32│36.3G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5283M┊   0     0 ┊ 575M 5283M
Jul-08 11:33:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 576M 5371M┊   0     0 ┊ 576M 5371M
Jul-08 11:33:34│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5185M┊   0     0 ┊ 461M 5185M
Jul-08 11:33:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5355M┊   0     0 ┊ 575M 5355M
Jul-08 11:33:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:37│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5272M┊   0     0 ┊ 461M 5272M
Jul-08 11:33:38│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 575M 5383M┊2288b 2288b┊ 575M 5383M
Jul-08 11:33:39│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 576M 5270M┊   0     0 ┊ 576M 5270M
Jul-08 11:33:40│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5273M
Jul-08 11:33:41│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5270M┊   0     0 ┊ 461M 5270M
Jul-08 11:33:42│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5289M┊   0     0 ┊ 575M 5289M
Jul-08 11:33:43│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5364M┊   0     0 ┊ 575M 5364M
Jul-08 11:33:44│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 479M 5270M┊   0     0 ┊ 479M 5270M
Jul-08 11:33:45│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 557M 5270M┊   0     0 ┊ 557M 5270M
Jul-08 11:33:46│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5380M┊   0     0 ┊ 575M 5380M
Jul-08 11:33:47│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5386M┊   0     0 ┊ 575M 5386M
Jul-08 11:33:48│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 461M 5185M┊   0     0 ┊ 461M 5185M
Jul-08 11:33:49│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 575M 5355M┊   0     0 ┊ 575M 5355M
Jul-08 11:33:50│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:51│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5331M┊   0     0 ┊ 575M 5331M
Jul-08 11:33:52│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 461M 5211M┊   0     0 ┊ 461M 5211M
Jul-08 11:33:53│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5382M┊   0     0 ┊ 575M 5382M
Jul-08 11:33:54│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5270M┊   0     0 ┊ 575M 5270M
Jul-08 11:33:55│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 461M 5220M┊   0     0 ┊ 461M 5220M
Jul-08 11:33:56│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5321M┊   0     0 ┊ 575M 5321M
Jul-08 11:33:57│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 575M 5271M┊   0     0 ┊ 575M 5271M
Jul-08 11:33:58│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 575M 5383M┊   0     0 ┊ 575M 5383M
Jul-08 11:33:59│36.3G 42.4G  170G  213G│  1   1  97   0   0│8246M 8962M┊3544b 3544b┊8246M 8962M
Jul-08 11:34:00│36.3G 42.4G  170G  213G│  1   2  97   0   0│5181M   15G┊2240b 2240b┊5181M   15G
Jul-08 11:34:01│36.3G 42.4G  170G  213G│  1   1  97   0   0│1973M   18G┊   0     0 ┊1973M   18G
Jul-08 11:34:02│36.3G 42.4G  170G  213G│  2   2  96   0   0│1745M   18G┊   0     0 ┊1745M   18G
Jul-08 11:34:03│36.3G 42.4G  170G  213G│  1   1  97   0   0│1858M   18G┊   0     0 ┊1858M   18G
Jul-08 11:34:04│36.3G 42.4G  170G  213G│  1   1  97   0   0│1971M   19G┊   0     0 ┊1971M   19G
Jul-08 11:34:05│36.3G 42.4G  170G  213G│  1   2  97   0   0│1871M   18G┊   0     0 ┊1871M   18G
Jul-08 11:34:06│36.2G 42.4G  170G  213G│  1   2  97   0   0│1984M   19G┊2248b 2248b┊1984M   19G
Jul-08 11:34:07│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5193M┊   0     0 ┊ 496M 5193M
Jul-08 11:34:08│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:34:09│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 619M 5256M┊   0     0 ┊ 619M 5258M
Jul-08 11:34:10│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 496M 5250M┊   0     0 ┊ 496M 5250M
Jul-08 11:34:11│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5192M┊   0     0 ┊ 496M 5192M
Jul-08 11:34:12│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:13│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:34:14│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5194M┊   0     0 ┊ 496M 5194M
Jul-08 11:34:15│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:16│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 497M 5313M┊   0     0 ┊ 497M 5313M
Jul-08 11:34:17│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:18│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5192M┊   0     0 ┊ 496M 5192M
Jul-08 11:34:19│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:34:20│36.3G 42.4G  170G  213G│  2   0  98   0   0│ 620M 5313M┊   0     0 ┊ 620M 5313M
Jul-08 11:34:21│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5192M┊   0     0 ┊ 496M 5192M
Jul-08 11:34:22│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:34:23│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:24│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:34:25│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:26│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊   0     0 ┊ 496M 5314M
Jul-08 11:34:27│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:34:28│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5314M┊   0     0 ┊ 619M 5314M
Jul-08 11:34:29│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5314M┊2288b 2288b┊ 496M 5314M
Jul-08 11:34:30│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5313M┊   0     0 ┊ 619M 5313M
Jul-08 11:34:31│36.2G 42.4G  170G  213G│  2   0  98   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:34:32│36.2G 42.4G  170G  213G│  2   2  96   0   0│ 496M 5204M┊   0     0 ┊ 496M 5204M
Jul-08 11:34:33│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5302M┊   0     0 ┊ 619M 5302M
Jul-08 11:34:34│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5313M┊   0     0 ┊ 496M 5313M
Jul-08 11:34:35│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 496M 5232M┊   0     0 ┊ 496M 5232M
Jul-08 11:34:36│36.2G 42.4G  170G  213G│  2   1  98   0   0│ 619M 5395M┊   0     0 ┊ 619M 5395M
Jul-08 11:34:37│36.2G 42.4G  170G  213G│  2   1  97   0   0│ 496M 5192M┊   0     0 ┊ 496M 5192M
